iso3,year,health_gdp,beds,physicians,undernourishment,antiretroviral,hiv,malaria,tuberculosis
DNK,1992,..,5.099999905,2.5974,..,..,7.00E-02,..,..
DNK,1993,..,5,2.6145,..,..,7.00E-02,..,..
DNK,1994,..,5,2.6406,..,..,7.00E-02,..,..
DNK,1995,..,4.900000095,2.6827,..,..,7.00E-02,..,..
DNK,1996,..,4.699999809,2.7036,..,..,0.06,..,..
DNK,1997,..,4.599999905,2.78,..,..,0.06,..,..
DNK,1998,..,4.5,2.8571,..,..,0.05,..,..
DNK,1999,..,4.300000191,2.8829,..,..,0.05,..,..
DNK,2000,8.10438347,4.29,2.9119,..,45,0.04,..,13
DNK,2001,8.44832516,4.22,2.9333,2.5,46,0.04,..,11
DNK,2002,8.70251179,4.29,3.0383,2.5,48,0.04,..,8.6
DNK,2003,8.9036293,4.13,3.083,2.5,49,0.04,..,8.3
DNK,2004,9.00743198,3.97,3.2276,2.5,51,0.04,..,7.6
DNK,2005,9.0905695,3.86,3.3333,2.5,51,0.04,..,8.4
DNK,2006,9.16879559,3.79,3.4192,2.5,53,0.04,..,7.2
DNK,2007,9.3251543,3.69,3.4527,2.5,54,0.04,..,7.5
DNK,2008,9.51134396,3.57,3.5768,2.5,58,0.04,..,6.9
DNK,2009,10.67432022,3.49,3.6488,2.5,61,0.04,..,6.1
DNK,2010,10.60774708,3.5,3.7211,2.5,65,0.04,..,6.9
DNK,2011,10.40702915,3.13,3.7808,2.5,68,0.04,..,7.4
DNK,2012,10.5219717,..,3.8243,2.5,71,0.04,..,7
DNK,2013,10.32915878,3.07,3.8335,2.5,70,0.04,..,6.7
DNK,2014,10.30918217,2.69,3.8632,2.5,76,0.04,..,6
DNK,2015,10.34411812,2.53,3.9257,2.5,79,0.03,..,6.5
DNK,2016,10.25162029,2.6,4.0099,2.5,81,0.03,..,5.9
DNK,2017,10.09825516,2.61,4.1324,2.5,84,0.03,..,5.1
DNK,2018,10.09764194,2.43,4.2247,2.5,86,0.03,..,5.4
DNK,2019,10.12139606,2.6,..,2.5,86,0.02,..,5.2
DNK,2020,10.52817535,..,..,2.5,87,0.02,..,4.1
DNK,2021,10.84632206,..,..,..,..,0.02,..,3.8
DNK,2022,..,..,..,..,..,..,..,..
DJI,1990,..,2.539700031,0.162,..,..,0.24,..,..
DJI,1991,..,..,..,..,..,0.42,..,..
DJI,1992,..,..,..,..,..,0.74,..,..
DJI,1993,..,..,..,..,..,1.16,..,..
DJI,1994,..,..,..,..,..,1.6,..,..
DJI,1995,..,..,0.191,..,..,2.11,..,..
DJI,1996,..,..,0.14,..,..,2.75,..,..
DJI,1997,..,..,..,..,..,3.43,..,..
DJI,1998,..,..,..,..,..,4,..,..
DJI,1999,..,..,0.1329,..,..,3.84,..,..
DJI,2000,2.93908072,1.75,..,..,0,2.96,3.110707771,692
DJI,2001,2.8072207,1.75,..,42,0,2.19,3.111200146,716
DJI,2002,3.58787632,1.75,..,40.8,0,1.78,3.110937624,534
DJI,2003,3.9768579,1.61,..,38.2,..,1.16,3.110412192,532
DJI,2004,3.32442927,1.61,0.1672,34.7,1,0.85,3.110569418,476
DJI,2005,3.22467232,1.61,0.1788,31.3,2,0.67,3.110364994,496
DJI,2006,3.48426819,1.61,0.2328,27.3,4,0.62,3.11111531,474
DJI,2007,3.41498613,..,..,25.1,6,0.55,3.11022815,496
DJI,2008,3.19098687,..,..,23.4,7,0.5,3.111345385,564
DJI,2009,3.21451879,..,..,23.1,8,0.48,3.974819239,571
DJI,2010,3.06150365,1.42,..,22.4,9,0.43,1.465201465,621
DJI,2011,3.37656426,1.42,..,21.3,11,0.39,3.110178611,540
DJI,2012,3.299927,1.42,..,19.8,14,0.36,3.110476409,500
DJI,2013,2.92013574,1.42,..,17.8,16,0.29,2.310850569,447
DJI,2014,2.96522927,1.4,0.2237,15.7,19,0.25,12.7255691,337
DJI,2015,3.07556486,1.4,..,14.2,25,0.22,12.55345455,367
DJI,2016,2.72740245,1.4,..,13.6,30,0.2,18.01233575,339
DJI,2017,2.46476936,1.4,..,13.5,34,0.19,18.80678023,272
DJI,2018,2.26254511,..,..,13.1,39,0.17,31.33778079,260
DJI,2019,2.01711535,..,..,13.1,29,0.15,61.33777994,234
DJI,2020,2.00786304,..,..,13.5,33,0.14,88.47637209,220
DJI,2021,..,..,..,..,31,0.13,70.49397041,204
DJI,2022,..,..,..,..,..,..,..,..
DMA,1990,..,3,0.46,..,..,..,..,..
DMA,1991,..,..,0.528,..,..,..,..,..
DMA,1992,..,..,..,..,..,..,..,..
DMA,1993,..,2.593899965,..,..,..,..,..,..
DMA,1994,..,..,..,..,..,..,..,..
DMA,1995,..,3.6,0.47,..,..,..,..,..
DMA,1996,..,2.650000095,0.493,..,..,..,..,..
DMA,1997,..,..,0.5382,..,..,..,..,..
DMA,1998,..,..,..,..,..,..,..,..
DMA,1999,..,..,..,..,..,..,..,..
DMA,2000,5.32374382,3.8,..,..,..,..,..,4.5
DMA,2001,4.64501858,3.5,1.7791,3.7,..,..,..,5.6
DMA,2002,4.6531105,3.900000095,..,4.1,..,..,..,3.3
DMA,2003,4.84617901,3.9,..,4.7,..,..,..,8.4
DMA,2004,4.74520159,3.9,..,5,..,..,..,10
DMA,2005,4.97772503,3.9,..,5.4,..,..,..,12
DMA,2006,4.78092194,..,..,5,..,..,..,31
DMA,2007,4.79109955,4,..,4.6,..,..,..,4.9
DMA,2008,5.04968786,3.8,..,4.1,..,..,..,21
DMA,2009,4.98329306,3.8,..,4.5,..,..,..,6.5
DMA,2010,5.15711927,3.8,..,4.8,..,..,..,13
DMA,2011,5.33450365,3.8,..,5.2,..,..,..,3.2
DMA,2012,5.79509926,3.8,..,5.4,..,..,..,11
DMA,2013,5.34749842,..,..,5.5,..,..,..,4.9
DMA,2014,5.26141691,..,..,5.3,..,..,..,1.6
DMA,2015,5.15941811,..,..,5.3,..,..,..,11
DMA,2016,5.12308073,..,..,5.4,..,..,..,8.1
DMA,2017,5.27874804,..,1.1189,5.7,..,..,..,1.6
DMA,2018,6.0794425,..,1.1034,5.7,..,..,..,6.4
DMA,2019,5.13174009,..,..,6.5,..,..,..,16
DMA,2020,5.64582825,..,..,6.9,..,..,..,16
DMA,2021,..,..,..,..,..,..,..,16
DMA,2022,..,..,..,..,..,..,..,..
DOM,1990,..,1.881299972,1.49,..,..,0.77,..,..
DOM,1991,..,..,..,..,..,0.96,..,..
DOM,1992,..,..,..,..,..,1.1,..,..
DOM,1993,..,2,1.054,..,..,1.2,..,..
DOM,1994,..,..,..,..,..,1.22,..,..
DOM,1995,..,..,1.5,..,..,1.23,..,..
DOM,1996,..,1.5,..,..,..,1.21,..,..
DOM,1997,..,..,2.156,..,..,1.17,..,..
DOM,1998,..,..,..,..,..,1.11,..,..
DOM,1999,..,..,..,..,..,1.06,..,..
DOM,2000,4.88427496,..,1.8498,..,0,1.02,0.323949428,78
DOM,2001,4.88183308,..,..,20.4,0,0.94,0.275388056,69
DOM,2002,4.98649025,..,..,22.6,0,0.88,0.347815892,58
DOM,2003,4.38888264,2.099999905,..,23.6,0,0.85,0.403603982,68
DOM,2004,4.2877388,..,..,23,1,0.79,0.611507217,63
DOM,2005,4.35391188,2,..,19.2,3,0.74,0.980559759,69
DOM,2006,3.99365425,..,..,16.4,5,0.7,0.886797858,62
DOM,2007,4.08935308,1.22,..,16.2,9,0.65,0.671568201,56
DOM,2008,4.56146193,1.57,1.098,16,13,0.59,0.450868661,57
DOM,2009,4.76337624,1.44,..,15.2,16,0.55,0.397979506,56
DOM,2010,4.92355442,1.59,..,13,20,0.53,0.594649897,51
DOM,2011,5.03797865,1.74,1.5268,11.1,23,0.49,0.382755753,55
DOM,2012,5.04897833,1.74,..,9.8,26,0.46,0.22297795,54
DOM,2013,4.91598225,1.79,..,8.8,28,0.43,0.109567866,55
DOM,2014,4.79757166,1.79,..,8.2,31,0.4,9.99E-02,54
DOM,2015,4.72216797,1.58,..,7.4,34,0.38,0.135735396,55
DOM,2016,4.5766325,1.44,..,6.8,36,0.38,0.146754298,51
DOM,2017,4.49336958,1.56,..,6.2,39,0.4,7.16E-02,46
DOM,2018,4.12601566,..,1.41,6.1,43,0.4,9.01E-02,45
DOM,2019,4.23948717,..,1.4518,7,45,0.41,0.265600793,42
DOM,2020,4.94000483,..,..,6.7,49,0.41,0.168184175,41
DOM,2021,..,..,..,..,55,0.39,6.17E-02,45
DOM,2022,..,..,..,..,..,..,..,..
ECU,1990,..,1.644099951,0.9564,..,..,0.08,..,..
ECU,1991,..,..,1.1654,..,..,0.1,..,..
ECU,1992,..,..,1.1994,..,..,0.12,..,..
ECU,1993,..,1.600000024,1.1083,..,..,0.15,..,..
ECU,1994,..,..,1.2733,..,..,0.18,..,..
ECU,1995,..,..,1.2458,..,..,0.21,..,..
ECU,1996,..,1.549999952,1.3149,..,..,0.23,..,..
ECU,1997,..,..,1.3275,..,..,0.23,..,..
ECU,1998,..,..,1.313,..,..,0.24,..,..
ECU,1999,..,..,1.3724,..,..,0.23,..,..
ECU,2000,3.33109665,..,1.4459,..,2,0.23,284.0928857,68
ECU,2001,3.75336552,..,1.5439,21,2,0.22,290.9371176,58
ECU,2002,4.4733963,1.5,1.5667,22.7,2,0.21,227.7821974,55
ECU,2003,5.44066668,1.7,1.4974,22.7,2,0.2,134.3280116,64
ECU,2004,5.56659126,..,..,22.7,3,0.2,72.84519698,58
ECU,2005,5.59422064,..,..,22.4,5,0.18,42.49136466,40
ECU,2006,5.70302868,..,..,22.8,7,0.18,24.16075488,41
ECU,2007,5.33981323,1.5,..,22.1,10,0.17,19.73041045,43
ECU,2008,5.37734222,1.5,..,21.3,15,0.17,11.5780852,42
ECU,2009,5.6990099,1.6,1.5983,16,19,0.16,9.604193629,40
ECU,2010,6.11657906,1.59,2.1111,12.3,24,0.16,4.322383905,40
ECU,2011,6.47737551,1.62,1.6582,8.4,28,0.16,2.74532855,42
ECU,2012,6.76221228,1.5,..,8.8,29,0.15,1.205673759,44
ECU,2013,6.80123425,1.51,..,8.8,32,0.16,0.80320058,42
ECU,2014,6.72399378,1.55,..,8.7,35,0.16,0.52041332,40
ECU,2015,7.49149466,1.57,2.0648,9,42,0.16,1.309466297,39
ECU,2016,7.27991438,1.39,2.0368,9.7,47,0.16,2.486175736,40
ECU,2017,7.42857933,..,2.22,10.7,53,0.15,2.620501985,43
ECU,2018,7.86490965,..,..,11.6,59,0.14,3.333763583,44
ECU,2019,7.81824636,..,..,13.7,70,0.14,3.567499545,46
ECU,2020,8.47677135,..,..,15.4,74,0.12,3.77343029,44
ECU,2021,..,..,..,..,74,0.11,4.193773548,48
ECU,2022,..,..,..,..,..,..,..,..
EGY,1990,..,2.070899963,0.76,..,..,..,..,..
EGY,1991,..,2.024199963,..,..,..,..,..,..
EGY,1992,..,2.000400066,..,..,..,..,..,..
EGY,1993,..,1.929299951,..,..,..,..,..,..
EGY,1994,..,..,1.84,..,..,..,..,..
EGY,1995,..,..,..,..,..,..,..,..
EGY,1996,..,2.099999905,2.02,..,..,..,..,..
EGY,1997,..,2.099999905,1.6,..,..,..,..,..
EGY,1998,..,..,..,..,..,..,..,..
EGY,1999,..,..,..,..,..,..,..,..
EGY,2000,4.92244291,2.1,2.118,..,0,..,0,26
EGY,2001,5.40030336,2.1,..,5.2,0,..,0,25
EGY,2002,5.5107379,2.1,..,5.4,0,..,0,24
EGY,2003,5.2242527,2.17,0.5285,6,0,..,0,23
EGY,2004,4.85732365,2.17,..,6.4,0,..,0,22
EGY,2005,4.92229176,2.2,..,6.4,0,..,0,21
EGY,2006,4.84190083,2.2,..,6,5,..,0,21
EGY,2007,4.44493246,2.1,..,5.7,4,..,0,20
EGY,2008,4.46634817,2.08,..,5.6,5,..,0,19
EGY,2009,4.37870932,1.73,..,4.9,6,..,0,19
EGY,2010,4.15319157,1.73,..,4.5,8,..,0,18
EGY,2011,4.35707569,..,..,3.8,9,..,0,17
EGY,2012,4.71025944,..,..,4,10,..,0,17
EGY,2013,4.91730928,..,..,4.1,11,..,0,16
EGY,2014,5.02518892,1.56,0.7876,4.2,14,..,0,15
EGY,2015,5.33657265,1.56,0.8217,4.4,15,..,0,15
EGY,2016,5.36399794,1.43,0.8214,4.6,19,..,0,14
EGY,2017,5.63305616,1.43,0.7993,4.9,25,..,0,13
EGY,2018,4.99379301,..,0.769,4.9,31,..,0,12
EGY,2019,4.83619261,..,0.7463,5,35,..,0,12
EGY,2020,4.36497974,..,..,5.1,38,..,0,11
EGY,2021,..,..,..,..,40,..,0,10
EGY,2022,..,..,..,..,..,..,..,..
SLV,1990,..,1.471099973,0.84,..,..,0.17,..,..
SLV,1991,..,..,..,..,..,0.21,..,..
SLV,1992,..,..,..,..,..,0.26,..,..
SLV,1993,..,1.5,0.66,..,..,0.3,..,..
SLV,1994,..,..,..,..,..,0.34,..,..
SLV,1995,..,..,0.91,..,..,0.37,..,..
SLV,1996,..,1.649999976,..,..,..,0.4,..,..
SLV,1997,..,..,1.071,..,..,0.41,..,..
SLV,1998,..,..,..,..,..,0.42,..,..
SLV,1999,..,..,1.2435,..,..,0.42,..,..
SLV,2000,7.84342813,..,..,..,0,0.41,0.622534766,32
SLV,2001,7.88604879,..,..,7.2,0,0.39,0.297799492,31
SLV,2002,7.88565731,..,1.3314,7.1,1,0.37,9.59E-02,32
SLV,2003,7.77182293,..,..,7.9,3,0.35,6.95E-02,29
SLV,2004,8.1302166,..,..,8.7,7,0.32,9.14E-02,29
SLV,2005,9.20057869,0.9,1.711,9.1,13,0.3,5.47E-02,37
SLV,2006,8.69338894,0.9,..,9.4,18,0.28,4.00E-02,34
SLV,2007,8.47836304,0.7,..,9.7,23,0.27,3.26E-02,34
SLV,2008,8.49585915,0.8,1.8823,9.9,27,0.25,2.68E-02,35
SLV,2009,8.83749676,1.1,..,10.2,33,0.24,1.70E-02,34
SLV,2010,8.90416241,1,..,10.5,38,0.22,1.37E-02,34
SLV,2011,8.87645435,1.03,..,10.7,39,0.21,5.62E-03,38
SLV,2012,8.60625362,1.07,..,10.7,40,0.2,1.04E-02,41
SLV,2013,9.05235958,1.07,..,10.7,43,0.19,4.78E-03,43
SLV,2014,8.5989418,1.35,..,10.8,44,0.19,4.76E-03,44
SLV,2015,8.75833225,1.02,..,10.6,45,0.18,3.95E-03,48
SLV,2016,8.71456337,1.06,1.5662,9.9,48,0.18,9.46E-03,60
SLV,2017,8.42286873,1.2,..,9.2,48,0.18,0,72
SLV,2018,8.32511997,..,2.8699,8.4,48,0.17,0,70
SLV,2019,8.502141,..,..,8.3,54,0.17,0,58
SLV,2020,9.85177708,..,..,7.7,56,0.17,0,54
SLV,2021,..,..,..,..,59,0.17,..,49
SLV,2022,..,..,..,..,..,..,..,..
GNQ,1990,..,..,0.281,..,..,1.2,..,..
GNQ,1991,..,..,..,..,..,1.41,..,..
GNQ,1992,..,..,..,..,..,1.68,..,..
GNQ,1993,..,..,..,..,..,1.92,..,..
GNQ,1994,..,..,..,..,..,2.17,..,..
GNQ,1995,..,..,0.208,..,..,2.39,..,..
GNQ,1996,..,..,0.246,..,..,2.62,..,..
GNQ,1997,..,..,..,..,..,2.78,..,..
GNQ,1998,..,..,..,..,..,2.99,..,..
GNQ,1999,..,..,..,..,..,3.21,..,..
GNQ,2000,2.14653158,..,..,..,0,3.27,311.1651924,187
GNQ,2001,2.20352387,1.1,..,..,0,3.44,305.1858134,187
GNQ,2002,2.34721494,..,..,..,0,3.61,302.2721999,187
GNQ,2003,1.97841108,..,..,..,0,3.69,307.4203381,187
GNQ,2004,1.66347969,..,0.2134,..,1,3.86,319.4970685,187
GNQ,2005,1.4999398,2.2,..,..,2,4.01,332.655662,192
GNQ,2006,1.51855493,..,..,..,3,4.02,333.5741061,198
GNQ,2007,1.57114804,..,..,..,6,4.21,330.9563307,203
GNQ,2008,1.82898855,..,..,..,7,4.23,309.2894165,209
GNQ,2009,1.84398329,1.9,..,..,11,4.39,281.4515094,196
GNQ,2010,1.81856561,2.1,..,..,7,4.42,268.06356,217
GNQ,2011,1.55349767,..,..,..,10,4.58,267.5451778,224
GNQ,2012,1.26357567,..,..,..,15,4.63,287.3631492,236
GNQ,2013,1.87566757,..,..,..,25,4.43,307.473586,248
GNQ,2014,2.19292331,..,..,..,24,4.04,306.6331167,260
GNQ,2015,2.91533303,..,..,..,22,4.2,301.4774609,274
GNQ,2016,3.14450502,..,..,..,28,4.19,283.9862266,294
GNQ,2017,2.95976019,..,0.4017,..,37,4.03,262.1696926,286
GNQ,2018,3.10309863,..,..,..,36,3.78,240.0360564,254
GNQ,2019,3.0297935,..,..,..,37,3.72,223.756641,286
GNQ,2020,3.7683413,..,..,..,40,3.8,220.8666526,275
GNQ,2021,..,..,..,..,41,3.8,213.1754347,275
GNQ,2022,..,..,..,..,..,..,..,..
ERI,1990,..,..,..,..,..,1.22,..,..
ERI,1991,..,..,..,..,..,1.37,..,..
ERI,1992,..,..,..,..,..,1.5,..,..
ERI,1993,..,..,1.90E-02,..,..,1.55,..,..
ERI,1994,..,..,..,..,..,1.47,..,..
ERI,1995,..,..,..,..,..,1.34,..,..
ERI,1996,..,..,0.03,..,..,1.19,..,..
ERI,1997,..,..,..,..,..,1.03,..,..
ERI,1998,..,..,..,..,..,0.88,..,..
ERI,1999,..,..,..,..,..,0.78,..,..
ERI,2000,5.76670074,..,4.36E-02,..,0,0.7,17.84920263,177
ERI,2001,5.91931677,..,0.04,..,0,0.59,22.12128954,175
ERI,2002,6.6885128,..,5.32E-02,..,0,0.51,12.88478086,173
ERI,2003,7.33703375,..,0.04,..,0,0.47,18.65161171,299
ERI,2004,7.00984955,..,5.22E-02,..,0,0.43,5.462263946,257
ERI,2005,6.8641758,..,4.32E-02,..,2,0.38,9.774936329,209
ERI,2006,6.85840511,1.2,4.63E-02,..,6,0.35,5.707454586,171
ERI,2007,5.2786293,..,4.14E-02,..,12,0.3,12.83863401,200
ERI,2008,6.415205,..,4.11E-02,..,17,0.29,6.90902425,160
ERI,2009,5.38878489,..,4.10E-02,..,22,0.28,8.967900261,154
ERI,2010,4.92946053,..,4.07E-02,..,29,0.25,26.51786511,149
ERI,2011,5.2196908,0.7,4.23E-02,..,35,0.22,23.90532397,157
ERI,2012,3.78068161,..,4.71E-02,..,41,0.18,16.13572666,160
ERI,2013,5.00735378,..,5.24E-02,..,47,0.16,14.95858926,144
ERI,2014,4.05707788,..,6.16E-02,..,54,0.13,33.00480679,119
ERI,2015,4.45335579,..,6.34E-02,..,60,0.1,19.16763024,102
ERI,2016,3.518888,..,6.69E-02,..,63,0.1,25.72172893,108
ERI,2017,3.72767901,..,6.56E-02,..,65,0.1,34.12725538,99
ERI,2018,4.12820911,..,8.11E-02,..,68,0.08,28.94199585,89
ERI,2019,4.45916176,..,7.09E-02,..,68,0.08,57.27134135,86
ERI,2020,4.09359646,..,8.21E-02,..,72,7.00E-02,44.62595349,80
ERI,2021,..,..,..,..,71,0.06,25.66021934,74
ERI,2022,..,..,..,..,..,..,..,..
EST,1990,..,11.61060047,3.5127,..,..,..,..,..
EST,1991,..,11.28919983,3.5654,..,..,..,..,..
EST,1992,..,9.681699753,3.2904,..,..,..,..,..
EST,1993,..,9.622300148,3.2202,..,..,..,..,..
EST,1994,..,8.561300278,3.2119,..,..,..,..,..
EST,1995,..,8.350000381,3.1996,..,..,..,..,..
EST,1996,..,7.900000095,3.1438,..,..,..,..,..
EST,1997,..,7.710000038,3.2156,..,..,..,..,..
EST,1998,..,7.579999924,2.9565,..,..,..,..,..
EST,1999,..,7.53000021,2.9919,..,..,..,..,..
EST,2000,5.16377735,7.04,2.9376,..,..,..,..,65
EST,2001,4.78060246,6.6,2.7757,3.6,..,..,..,59
EST,2002,4.70329475,5.98,2.9573,3.5,..,..,..,52
EST,2003,4.86138248,5.73,2.9915,3.3,..,..,..,49
EST,2004,5.11891699,5.64,3.0214,2.9,..,..,..,45
EST,2005,5.0549798,5.38,3.1401,2.5,..,..,..,41
EST,2006,4.76235056,5.55,3.1762,2.5,..,..,..,36
EST,2007,4.98252153,5.48,3.2508,2.5,..,..,..,39
EST,2008,5.71727228,5.63,3.3348,2.5,..,..,..,34
EST,2009,6.54903364,5.37,3.2767,2.5,..,..,..,31
EST,2010,6.32313585,5.27,3.2422,2.5,..,..,..,25
EST,2011,5.81930256,5.36,3.2929,2.5,..,..,..,25
EST,2012,5.83366966,5.53,3.2822,2.5,..,..,..,23
EST,2013,6.01667261,5.01,3.3318,2.5,..,..,..,23
EST,2014,6.36199951,5.01,3.3564,2.5,..,..,..,21
EST,2015,6.64135027,4.96,3.4152,2.5,..,..,..,18
EST,2016,6.70240974,4.76,3.4546,2.5,..,..,..,16
EST,2017,6.59727049,4.69,3.4629,2.5,..,..,..,15
EST,2018,6.72095728,4.57,3.481,2.5,..,..,..,13
EST,2019,6.82277584,..,3.4724,2.5,..,..,..,13
EST,2020,7.75206661,..,..,2.5,..,..,..,10
EST,2021,7.46633816,..,..,..,..,..,..,9.3
EST,2022,..,..,..,..,..,..,..,..
SWZ,1990,..,..,0.108,..,..,3.06,..,..
SWZ,1991,..,..,..,..,..,5.83,..,..
SWZ,1992,..,..,..,..,..,9.88,..,..
SWZ,1993,..,..,..,..,..,14.85,..,..
SWZ,1994,..,..,..,..,..,19.56,..,..
SWZ,1995,..,..,..,..,..,22.91,..,..
SWZ,1996,..,..,0.151,..,..,24.32,..,..
SWZ,1997,..,..,..,..,..,24.4,..,..
SWZ,1998,..,..,..,..,..,23.97,..,..
SWZ,1999,..,..,..,..,..,22.58,..,..
SWZ,2000,4.60951757,..,..,..,0,21.68,2.727543686,981
SWZ,2001,5.13895369,..,0.1766,10.5,1,20.8,4.784114682,1010
SWZ,2002,5.52298307,..,..,9.7,2,20.31,2.277161094,1110
SWZ,2003,6.37864399,..,0.1564,8.3,2,20.22,1.153600955,1270
SWZ,2004,6.81432486,..,0.1666,8.4,4,19.93,1.923508694,1320
SWZ,2005,7.37623358,..,..,9.2,7,19.87,0.929603369,1420
SWZ,2006,7.82560062,2.1,..,10.2,11,18.94,0.513644724,1460
SWZ,2007,7.93004131,..,..,10.7,15,18.67,0.276750944,1430
SWZ,2008,8.85792923,..,..,10.9,19,18.5,0.19006236,1390
SWZ,2009,8.63292217,..,0.1636,15,24,17.36,0.34576342,1590
SWZ,2010,8.5912571,..,..,17.6,34,16.96,0.870194852,1590
SWZ,2011,8.46997261,2.1,0.1017,19.3,37,15.78,1.224543865,1300
SWZ,2012,7.82047606,..,..,16.2,42,15.74,1.31425046,1110
SWZ,2013,7.45703411,..,..,13.8,48,15.83,2.3249204,1030
SWZ,2014,7.25596571,..,..,12.7,57,15.74,1.233972631,855
SWZ,2015,7.05855274,..,..,12.8,66,14.3,1.001568494,648
SWZ,2016,6.82044792,..,9.61E-02,13,75,13.26,0.78147956,537
SWZ,2017,6.98103714,..,0.1849,12.4,82,11.77,1.364810834,502
SWZ,2018,7.23889112,..,0.2447,11.8,83,10.04,2.111295431,441
SWZ,2019,6.74539423,..,..,11.1,89,9.4,0.717576972,363
SWZ,2020,6.51153374,..,0.1422,11,94,8.37,0.704815432,342
SWZ,2021,..,..,..,..,91,7.65,0.916620486,348
SWZ,2022,..,..,..,..,..,..,..,..
ETH,1990,..,0.241500005,..,..,..,2.8,..,..
ETH,1991,..,..,..,..,..,3.07,..,..
ETH,1992,..,..,..,..,..,3.13,..,..
ETH,1993,..,..,..,..,..,3,..,..
ETH,1994,..,..,2.90E-02,..,..,2.76,..,..
ETH,1995,..,..,..,..,..,2.4,..,..
ETH,1996,..,..,2.50E-02,..,..,2.03,..,..
ETH,1997,..,..,2.30E-02,..,..,1.78,..,..
ETH,1998,..,..,2.10E-02,..,..,1.57,..,..
ETH,1999,..,..,0.02,..,..,1.39,..,..
ETH,2000,4.36504698,..,2.10E-02,..,0,1.2,329.4404088,421
ETH,2001,4.72316694,..,2.80E-02,47,0,1.06,296.3995533,409
ETH,2002,4.7126298,..,2.90E-02,44.2,0,0.95,260.0927304,393
ETH,2003,4.89970922,..,2.68E-02,42.6,0,0.83,261.7278759,376
ETH,2004,4.31281853,0.2,2.69E-02,39,1,0.73,247.5106971,358
ETH,2005,4.10098124,..,3.21E-02,37.1,3,0.65,168.5644427,341
ETH,2006,4.45757294,0.2,2.69E-02,35.6,7,0.58,154.0072625,325
ETH,2007,5.00128317,..,2.24E-02,35,14,0.52,131.7534057,310
ETH,2008,4.28063869,0.2,2.51E-02,33.5,20,0.44,111.6813449,296
ETH,2009,4.64983416,..,2.52E-02,28.5,28,0.4,148.7192798,282
ETH,2010,5.46637249,..,..,24.7,35,0.36,170.7679307,268
ETH,2011,4.46897745,6.3,..,20.9,42,0.32,175.4372556,253
ETH,2012,4.5395956,..,..,19.4,45,0.28,203.4093519,239
ETH,2013,4.07506514,..,..,17.7,50,0.25,231.4775642,224
ETH,2014,4.03365517,..,..,15.9,57,0.22,211.4124825,207
ETH,2015,3.82316828,0.3,..,14.8,61,0.19,179.7948789,192
ETH,2016,3.60033751,0.33,..,14.4,67,0.19,124.6156165,177
ETH,2017,3.45336914,..,..,15.7,70,0.17,89.71422708,164
ETH,2018,3.30371761,..,7.69E-02,18.2,72,0.15,36.96423483,151
ETH,2019,3.23382378,..,..,21.9,76,0.14,34.08665926,140
ETH,2020,3.48096275,..,0.1059,24.9,78,0.12,53.0524727,129
ETH,2021,..,..,..,..,78,0.12,46.26216384,119
ETH,2022,..,..,..,..,..,..,..,..
FRO,1990,..,..,..,..,..,..,..,..
FRO,1991,..,..,..,..,..,..,..,..
FRO,1992,..,..,..,..,..,..,..,..
FRO,1993,..,..,..,..,..,..,..,..
FRO,1994,..,..,..,..,..,..,..,..
FRO,1995,..,..,..,..,..,..,..,..
FRO,1996,..,..,..,..,..,..,..,..
FRO,1997,..,..,..,..,..,..,..,..
FRO,1998,..,..,..,..,..,..,..,..
FRO,1999,..,..,..,..,..,..,..,..
FRO,2000,..,..,..,..,..,..,..,..
FRO,2001,..,..,..,..,..,..,..,..
FRO,2002,..,..,..,..,..,..,..,..
FRO,2003,..,..,..,..,..,..,..,..
FRO,2004,..,..,..,..,..,..,..,..
FRO,2005,..,..,..,..,..,..,..,..
FRO,2006,..,..,..,..,..,..,..,..
FRO,2007,..,..,..,..,..,..,..,..
FRO,2008,..,..,..,..,..,..,..,..
FRO,2009,..,..,..,..,..,..,..,..
FRO,2010,..,..,..,..,..,..,..,..
FRO,2011,..,..,..,..,..,..,..,..
FRO,2012,..,..,..,..,..,..,..,..
FRO,2013,..,..,..,..,..,..,..,..
FRO,2014,..,..,..,..,..,..,..,..
FRO,2015,..,..,..,..,..,..,..,..
FRO,2016,..,..,..,..,..,..,..,..
FRO,2017,..,..,..,..,..,..,..,..
FRO,2018,..,..,..,..,..,..,..,..
FRO,2019,..,..,..,..,..,..,..,..
FRO,2020,..,..,..,..,..,..,..,..
FRO,2021,..,..,..,..,..,..,..,..
FRO,2022,..,..,..,..,..,..,..,..
FJI,1990,..,..,..,..,..,0.01,..,..
FJI,1991,..,..,..,..,..,0.01,..,..
FJI,1992,..,..,0.472,..,..,0.01,..,..
FJI,1993,..,..,..,..,..,0.01,..,..
FJI,1994,..,..,0.376,..,..,0.01,..,..
FJI,1995,..,..,..,..,..,0.02,..,..
FJI,1996,..,..,..,..,..,0.02,..,..
FJI,1997,..,..,0.476,..,..,0.02,..,..
FJI,1998,..,..,0.357,..,..,0.02,..,..
FJI,1999,..,2.6,0.3361,..,..,0.03,..,..
FJI,2000,3.42441177,..,..,..,0,0.03,..,22
FJI,2001,2.90547299,..,..,4,0,0.03,..,28
FJI,2002,2.98349524,..,..,3.8,0,0.03,..,23
FJI,2003,2.97298193,..,0.4656,3.9,0,0.04,..,28
